case,projection,method,region,cell_count,raw_max_abs_K_m,p99_abs_K_m,rms_abs_K_m,mean_abs_K_m,median_abs_K_m,raw_max_over_p99
Maxwell_a,surface,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,425,15744.642252613858,15719.315274650158,9775.619079420674,8192.378121140144,9207.737540503456,1.0016112010937617
Maxwell_a,surface,least_squares_radius_0.4um,original_staircase_edge,142,16112.401595344842,16105.113982989667,10495.675735090323,8831.770670177093,9930.913765924775,1.0004525029976734
Maxwell_a,surface,least_squares_radius_0.4um,inside_n_0p1um,283,15706.329564913029,15691.838567605937,10030.221747948315,8425.974595963658,9488.376509442676,1.0009234735142514
Maxwell_a,surface,least_squares_radius_0.4um,inside_n_0p2um,283,15165.373919601881,15136.890643656623,9566.810703147017,8025.057457566371,9050.7496384434,1.0018817124742323
Maxwell_a,surface,least_squares_radius_0.4um,inside_n_0p3um,283,13676.319893613674,13556.088999732441,8304.982733451054,6975.396564482044,7760.990262733884,1.0088691431491492
Maxwell_a,surface,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,425,15165.373919601881,15127.56528650723,9277.542529055414,7775.44798764996,8741.113810667057,1.0024993204377954
Maxwell_a,midplane,mask_aware_finite_difference,original_staircase_edge,142,14222.297631668298,14217.122498001556,9203.031654801916,7743.589718341915,8649.138123246426,1.000364007109559
Maxwell_a,midplane,mask_aware_finite_difference,inside_n_0p1um,283,15842.744349198994,15824.693788155286,10104.987704919839,8506.550222105605,9620.875070519709,1.0011406578405466
Maxwell_a,midplane,mask_aware_finite_difference,inside_n_0p2um,283,15842.744349198994,15824.693788155286,10271.324597740038,8641.9301429462,9803.748476609862,1.0011406578405466
Maxwell_a,midplane,mask_aware_finite_difference,inside_n_0p3um,283,14423.138092251136,14411.507913848844,8833.2998919759,7378.057920753702,8347.243565892615,1.0008070063501902
Maxwell_a,midplane,mask_aware_finite_difference,inside_band_0p1_to_0p3um,425,15842.744349198994,15811.643834661474,9975.394097728724,8370.952192218778,9509.814095353204,1.0019669374584155
Maxwell_a,midplane,least_squares_radius_0.2um,original_staircase_edge,142,15018.366766842939,15003.335910823287,9775.374929184065,8230.62382261671,9306.156935920015,1.001001834265992
