length_um,current_A,objective_A2,node_signature,node_count
5.599999999999987,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.624999999999988,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.649999999999987,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.6749999999999865,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.699999999999987,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.724999999999987,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.749999999999987,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.774999999999986,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.7999999999999865,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.824999999999987,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.849999999999986,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.874999999999986,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.899999999999986,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.9249999999999865,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.949999999999986,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.974999999999985,8.609537929273315e-11,7.412414335559583e-21,979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469,11
5.999999999999986,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.024999999999986,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.049999999999986,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.074999999999985,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.099999999999985,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
6.124999999999986,6.2901712191382e-11,3.9566253966074555e-21,930:979:1028:1077:1126:1175:1224:1273:1322:1371:1420:1469:1518,13
